2024-11-06 12:10:53,minikube,8.17%,60.14%
2024-11-06 12:10:53,me-load_balancer-1,0.14%,0.85%
2024-11-06 12:10:53,me-blog-1,0.00%,14.05%
2024-11-06 12:11:05,minikube,26.54%,60.22%
2024-11-06 12:11:05,me-load_balancer-1,0.11%,0.85%
2024-11-06 12:11:05,me-blog-1,0.00%,14.05%
2024-11-06 12:11:16,minikube,11.93%,60.22%
2024-11-06 12:11:16,me-load_balancer-1,0.25%,0.85%
2024-11-06 12:11:16,me-blog-1,0.00%,14.05%
2024-11-06 12:11:29,minikube,19.93%,60.20%
2024-11-06 12:11:29,me-load_balancer-1,0.23%,0.85%
2024-11-06 12:11:29,me-blog-1,0.00%,14.05%
2024-11-06 12:11:41,minikube,10.86%,60.19%
2024-11-06 12:11:41,me-load_balancer-1,0.25%,0.85%
2024-11-06 12:11:41,me-blog-1,0.00%,14.05%
2024-11-06 12:11:53,minikube,8.98%,60.13%
2024-11-06 12:11:53,me-load_balancer-1,0.16%,0.85%
2024-11-06 12:11:53,me-blog-1,0.01%,14.05%
2024-11-06 12:12:04,minikube,15.01%,60.14%
2024-11-06 12:12:04,me-load_balancer-1,0.16%,0.84%
2024-11-06 12:12:04,me-blog-1,0.00%,14.05%
2024-11-06 12:12:16,minikube,8.10%,60.15%
2024-11-06 12:12:16,me-load_balancer-1,0.15%,0.84%
2024-11-06 12:12:16,me-blog-1,0.00%,14.05%
2024-11-06 12:12:28,minikube,10.12%,60.21%
2024-11-06 12:12:28,me-load_balancer-1,0.16%,0.84%
2024-11-06 12:12:28,me-blog-1,0.00%,14.05%
2024-11-06 12:12:40,minikube,8.62%,60.21%
2024-11-06 12:12:40,me-load_balancer-1,0.10%,0.84%
2024-11-06 12:12:40,me-blog-1,0.00%,14.05%
2024-11-06 12:12:51,minikube,10.38%,60.14%
2024-11-06 12:12:51,me-load_balancer-1,0.12%,0.84%
2024-11-06 12:12:51,me-blog-1,0.01%,14.05%
2024-11-06 12:13:03,minikube,15.87%,60.08%
2024-11-06 12:13:03,me-load_balancer-1,0.17%,0.84%
2024-11-06 12:13:03,me-blog-1,0.00%,14.05%
2024-11-06 12:13:15,minikube,14.40%,60.19%
2024-11-06 12:13:15,me-load_balancer-1,0.12%,0.84%
2024-11-06 12:13:15,me-blog-1,0.01%,14.05%
2024-11-06 12:13:27,minikube,9.00%,60.19%
2024-11-06 12:13:27,me-load_balancer-1,0.16%,0.84%
2024-11-06 12:13:27,me-blog-1,0.00%,14.05%
2024-11-06 12:13:39,minikube,17.69%,60.21%
2024-11-06 12:13:39,me-load_balancer-1,0.12%,0.84%
2024-11-06 12:13:39,me-blog-1,0.02%,14.05%
2024-11-06 12:13:50,minikube,10.15%,60.19%
2024-11-06 12:13:50,me-load_balancer-1,0.23%,0.84%
2024-11-06 12:13:50,me-blog-1,0.00%,14.05%
2024-11-06 12:14:02,minikube,9.63%,60.18%
2024-11-06 12:14:02,me-load_balancer-1,0.16%,0.83%
2024-11-06 12:14:02,me-blog-1,0.00%,14.05%
2024-11-06 12:14:14,minikube,8.55%,60.24%
2024-11-06 12:14:14,me-load_balancer-1,0.12%,0.83%
2024-11-06 12:14:14,me-blog-1,0.00%,14.05%
2024-11-06 12:14:26,minikube,8.55%,60.24%
2024-11-06 12:14:26,me-load_balancer-1,0.12%,0.83%
2024-11-06 12:14:26,me-blog-1,0.00%,14.05%
2024-11-06 12:14:37,minikube,9.65%,60.21%
2024-11-06 12:14:37,me-load_balancer-1,0.16%,0.83%
2024-11-06 12:14:37,me-blog-1,0.01%,14.05%
2024-11-06 12:14:49,minikube,15.88%,60.23%
2024-11-06 12:14:49,me-load_balancer-1,0.17%,0.83%
2024-11-06 12:14:49,me-blog-1,0.00%,14.05%
2024-11-06 12:15:01,minikube,11.29%,60.21%
2024-11-06 12:15:01,me-load_balancer-1,0.20%,0.83%
2024-11-06 12:15:01,me-blog-1,0.00%,14.05%
2024-11-06 12:15:13,minikube,11.19%,60.27%
2024-11-06 12:15:13,me-load_balancer-1,0.19%,0.83%
2024-11-06 12:15:13,me-blog-1,0.00%,14.05%
2024-11-06 12:15:25,minikube,15.86%,60.26%
2024-11-06 12:15:25,me-load_balancer-1,0.16%,0.83%
2024-11-06 12:15:25,me-blog-1,0.00%,14.05%
2024-11-06 12:15:36,minikube,11.70%,60.23%
2024-11-06 12:15:36,me-load_balancer-1,0.21%,0.83%
2024-11-06 12:15:36,me-blog-1,0.01%,14.05%
2024-11-06 12:15:48,minikube,11.35%,60.21%
2024-11-06 12:15:48,me-load_balancer-1,0.19%,0.83%
2024-11-06 12:15:48,me-blog-1,0.00%,14.05%
2024-11-06 12:16:00,minikube,11.65%,60.22%
2024-11-06 12:16:00,me-load_balancer-1,0.18%,0.83%
2024-11-06 12:16:00,me-blog-1,0.00%,14.05%
2024-11-06 12:16:12,minikube,11.44%,60.31%
2024-11-06 12:16:12,me-load_balancer-1,0.13%,0.83%
2024-11-06 12:16:12,me-blog-1,0.01%,14.05%
2024-11-06 12:16:23,minikube,9.54%,60.14%
2024-11-06 12:16:23,me-load_balancer-1,0.15%,0.83%
2024-11-06 12:16:23,me-blog-1,0.01%,14.05%
2024-11-06 12:16:35,minikube,13.49%,60.11%
2024-11-06 12:16:35,me-load_balancer-1,0.18%,0.83%
2024-11-06 12:16:35,me-blog-1,0.01%,14.05%
2024-11-06 12:16:47,minikube,9.15%,60.12%
2024-11-06 12:16:47,me-load_balancer-1,0.16%,0.83%
2024-11-06 12:16:47,me-blog-1,0.00%,14.05%
2024-11-06 12:16:59,minikube,17.97%,60.14%
2024-11-06 12:16:59,me-load_balancer-1,0.24%,0.83%
2024-11-06 12:16:59,me-blog-1,0.00%,14.05%
2024-11-06 12:17:11,minikube,20.28%,60.21%
2024-11-06 12:17:11,me-load_balancer-1,0.20%,0.83%
2024-11-06 12:17:11,me-blog-1,0.00%,14.05%
2024-11-06 12:17:23,minikube,10.03%,60.26%
2024-11-06 12:17:23,me-load_balancer-1,0.17%,0.83%
2024-11-06 12:17:23,me-blog-1,0.00%,14.05%
2024-11-06 12:17:35,minikube,17.68%,60.22%
2024-11-06 12:17:35,me-load_balancer-1,0.14%,0.83%
2024-11-06 12:17:35,me-blog-1,0.00%,14.05%
2024-11-06 12:17:46,minikube,10.27%,60.22%
2024-11-06 12:17:46,me-load_balancer-1,0.23%,0.83%
2024-11-06 12:17:46,me-blog-1,0.00%,14.05%
2024-11-06 12:17:58,minikube,11.10%,60.22%
2024-11-06 12:17:58,me-load_balancer-1,0.12%,0.83%
2024-11-06 12:17:58,me-blog-1,0.01%,14.05%
2024-11-06 12:18:10,minikube,17.34%,60.32%
2024-11-06 12:18:10,me-load_balancer-1,0.23%,0.83%
2024-11-06 12:18:10,me-blog-1,0.00%,14.05%
2024-11-06 12:18:22,minikube,11.23%,60.27%
2024-11-06 12:18:22,me-load_balancer-1,0.13%,0.82%
2024-11-06 12:18:22,me-blog-1,0.00%,14.05%
2024-11-06 12:18:34,minikube,12.92%,60.25%
2024-11-06 12:18:34,me-load_balancer-1,0.20%,0.82%
2024-11-06 12:18:34,me-blog-1,0.00%,14.05%
2024-11-06 12:18:45,minikube,16.36%,60.27%
2024-11-06 12:18:45,me-load_balancer-1,0.16%,0.82%
2024-11-06 12:18:45,me-blog-1,0.00%,14.05%
2024-11-06 12:18:57,minikube,12.45%,60.24%
2024-11-06 12:18:57,me-load_balancer-1,0.24%,0.82%
2024-11-06 12:18:57,me-blog-1,0.00%,14.05%
2024-11-06 12:19:09,minikube,11.02%,60.22%
2024-11-06 12:19:09,me-load_balancer-1,0.16%,0.82%
2024-11-06 12:19:09,me-blog-1,0.00%,14.05%
2024-11-06 12:19:21,minikube,11.50%,60.28%
2024-11-06 12:19:21,me-load_balancer-1,0.30%,0.82%
2024-11-06 12:19:21,me-blog-1,0.00%,14.05%
2024-11-06 12:19:32,minikube,9.84%,60.25%
2024-11-06 12:19:32,me-load_balancer-1,0.13%,0.82%
2024-11-06 12:19:32,me-blog-1,0.00%,14.05%
2024-11-06 12:19:44,minikube,10.57%,60.26%
2024-11-06 12:19:44,me-load_balancer-1,0.21%,0.82%
2024-11-06 12:19:44,me-blog-1,0.00%,14.05%
2024-11-06 12:19:56,minikube,12.84%,60.24%
2024-11-06 12:19:56,me-load_balancer-1,0.16%,0.82%
2024-11-06 12:19:56,me-blog-1,0.00%,14.05%
2024-11-06 12:20:09,minikube,12.76%,60.24%
2024-11-06 12:20:09,me-load_balancer-1,0.18%,0.82%
2024-11-06 12:20:09,me-blog-1,0.00%,14.05%
2024-11-06 12:20:21,minikube,12.46%,60.19%
2024-11-06 12:20:21,me-load_balancer-1,0.11%,0.82%
2024-11-06 12:20:21,me-blog-1,0.00%,14.05%
2024-11-06 12:20:34,minikube,13.44%,60.17%
2024-11-06 12:20:34,me-load_balancer-1,0.17%,0.82%
2024-11-06 12:20:34,me-blog-1,0.00%,14.05%
2024-11-06 12:20:46,minikube,12.27%,60.18%
2024-11-06 12:20:46,me-load_balancer-1,0.22%,0.82%
2024-11-06 12:20:46,me-blog-1,0.00%,14.05%
2024-11-06 12:20:59,minikube,10.70%,60.20%
2024-11-06 12:20:59,me-load_balancer-1,0.20%,0.82%
2024-11-06 12:20:59,me-blog-1,0.01%,14.05%
2024-11-06 12:21:11,minikube,12.18%,60.25%
2024-11-06 12:21:11,me-load_balancer-1,0.23%,0.82%
2024-11-06 12:21:11,me-blog-1,0.01%,14.05%
2024-11-06 12:21:24,minikube,17.15%,60.20%
2024-11-06 12:21:24,me-load_balancer-1,0.10%,0.82%
2024-11-06 12:21:24,me-blog-1,0.01%,14.05%
2024-11-06 12:21:36,minikube,13.21%,60.20%
2024-11-06 12:21:36,me-load_balancer-1,0.26%,0.82%
2024-11-06 12:21:36,me-blog-1,0.00%,14.05%
2024-11-06 12:21:49,minikube,13.31%,60.21%
2024-11-06 12:21:49,me-load_balancer-1,0.15%,0.82%
2024-11-06 12:21:49,me-blog-1,0.00%,14.05%
2024-11-06 12:22:02,minikube,15.24%,60.14%
2024-11-06 12:22:02,me-load_balancer-1,0.19%,0.82%
2024-11-06 12:22:02,me-blog-1,0.00%,14.05%
2024-11-06 12:22:14,minikube,16.07%,60.24%
2024-11-06 12:22:14,me-load_balancer-1,0.20%,0.82%
2024-11-06 12:22:14,me-blog-1,0.00%,14.05%
2024-11-06 12:22:27,minikube,10.08%,60.22%
2024-11-06 12:22:27,me-load_balancer-1,0.15%,0.82%
2024-11-06 12:22:27,me-blog-1,0.00%,14.05%
2024-11-06 12:22:39,minikube,16.42%,60.23%
2024-11-06 12:22:39,me-load_balancer-1,0.21%,0.82%
2024-11-06 12:22:39,me-blog-1,0.01%,14.05%
2024-11-06 12:22:52,minikube,10.97%,60.21%
2024-11-06 12:22:52,me-load_balancer-1,0.15%,0.82%
2024-11-06 12:22:52,me-blog-1,0.01%,14.05%
2024-11-06 12:23:04,minikube,18.03%,60.18%
2024-11-06 12:23:04,me-load_balancer-1,0.20%,0.82%
2024-11-06 12:23:04,me-blog-1,0.00%,14.05%
2024-11-06 12:23:17,minikube,9.31%,60.15%
2024-11-06 12:23:17,me-load_balancer-1,0.13%,0.82%
2024-11-06 12:23:17,me-blog-1,0.00%,14.05%
2024-11-06 12:23:30,minikube,17.72%,60.20%
2024-11-06 12:23:30,me-load_balancer-1,0.16%,0.82%
2024-11-06 12:23:30,me-blog-1,0.00%,14.05%
2024-11-06 12:23:42,minikube,8.89%,60.23%
2024-11-06 12:23:42,me-load_balancer-1,0.11%,0.82%
2024-11-06 12:23:42,me-blog-1,0.00%,14.05%
2024-11-06 12:23:55,minikube,16.71%,60.15%
2024-11-06 12:23:55,me-load_balancer-1,0.20%,0.82%
2024-11-06 12:23:55,me-blog-1,0.00%,14.05%
2024-11-06 12:24:07,minikube,11.56%,60.20%
2024-11-06 12:24:07,me-load_balancer-1,0.11%,0.82%
2024-11-06 12:24:07,me-blog-1,0.00%,14.05%
2024-11-06 12:24:20,minikube,16.78%,60.28%
2024-11-06 12:24:20,me-load_balancer-1,0.21%,0.82%
2024-11-06 12:24:20,me-blog-1,0.00%,14.05%
2024-11-06 12:24:32,minikube,13.60%,60.21%
2024-11-06 12:24:32,me-load_balancer-1,0.11%,0.82%
2024-11-06 12:24:32,me-blog-1,0.01%,14.05%
2024-11-06 12:24:45,minikube,13.63%,60.24%
2024-11-06 12:24:45,me-load_balancer-1,0.19%,0.82%
2024-11-06 12:24:45,me-blog-1,0.00%,14.05%
2024-11-06 12:24:58,minikube,12.59%,60.25%
2024-11-06 12:24:58,me-load_balancer-1,0.13%,0.82%
2024-11-06 12:24:58,me-blog-1,0.01%,14.05%
2024-11-06 12:25:10,minikube,15.69%,60.37%
2024-11-06 12:25:10,me-load_balancer-1,0.21%,0.82%
2024-11-06 12:25:10,me-blog-1,0.01%,14.05%
2024-11-06 12:25:23,minikube,8.25%,60.27%
2024-11-06 12:25:23,me-load_balancer-1,0.10%,0.82%
2024-11-06 12:25:23,me-blog-1,0.00%,14.05%
2024-11-06 12:25:35,minikube,9.40%,60.26%
2024-11-06 12:25:35,me-load_balancer-1,0.19%,0.82%
2024-11-06 12:25:35,me-blog-1,0.00%,14.05%
2024-11-06 12:25:48,minikube,10.34%,60.23%
2024-11-06 12:25:48,me-load_balancer-1,0.13%,0.82%
2024-11-06 12:25:48,me-blog-1,0.00%,14.05%
2024-11-06 12:26:00,minikube,19.12%,60.22%
2024-11-06 12:26:00,me-load_balancer-1,0.38%,0.82%
2024-11-06 12:26:00,me-blog-1,0.91%,29.47%
2024-11-06 12:26:13,minikube,11.54%,60.32%
2024-11-06 12:26:13,me-load_balancer-1,0.14%,0.82%
2024-11-06 12:26:13,me-blog-1,0.62%,33.80%
2024-11-06 12:26:25,minikube,10.25%,60.27%
2024-11-06 12:26:25,me-load_balancer-1,0.14%,0.82%
2024-11-06 12:26:25,me-blog-1,0.97%,71.14%
2024-11-06 12:26:38,minikube,9.28%,60.25%
2024-11-06 12:26:38,me-load_balancer-1,0.14%,0.82%
2024-11-06 12:26:38,me-blog-1,0.99%,81.84%
2024-11-06 12:26:50,minikube,21.08%,60.22%
2024-11-06 12:26:50,me-load_balancer-1,0.28%,0.82%
2024-11-06 12:26:50,me-blog-1,0.64%,75.51%
2024-11-06 12:27:03,minikube,13.67%,60.22%
2024-11-06 12:27:03,me-load_balancer-1,0.29%,0.82%
2024-11-06 12:27:03,me-blog-1,1.23%,81.03%
2024-11-06 12:27:16,me-blog-2,0.00%,61.27%
2024-11-06 12:27:16,minikube,8.04%,60.38%
2024-11-06 12:27:16,me-load_balancer-1,0.12%,0.82%
2024-11-06 12:27:16,me-blog-1,0.90%,85.36%
2024-11-06 12:27:28,me-blog-2,0.00%,61.27%
2024-11-06 12:27:28,minikube,9.76%,60.34%
2024-11-06 12:27:28,me-load_balancer-1,0.19%,0.82%
2024-11-06 12:27:28,me-blog-1,0.74%,90.37%
2024-11-06 12:27:41,me-blog-2,0.00%,61.27%
2024-11-06 12:27:41,minikube,32.05%,60.33%
2024-11-06 12:27:41,me-load_balancer-1,0.16%,0.82%
2024-11-06 12:27:41,me-blog-1,0.59%,97.93%
2024-11-06 12:27:53,me-blog-2,0.00%,61.27%
2024-11-06 12:27:53,minikube,9.06%,60.24%
2024-11-06 12:27:53,me-load_balancer-1,0.25%,0.82%
2024-11-06 12:27:53,me-blog-1,1.31%,98.66%
2024-11-06 12:28:05,me-blog-2,0.00%,61.27%
2024-11-06 12:28:05,minikube,6.96%,60.27%
2024-11-06 12:28:05,me-load_balancer-1,0.10%,0.82%
2024-11-06 12:28:05,me-blog-1,0.79%,12.24%
2024-11-06 12:28:18,me-blog-2,0.01%,61.27%
2024-11-06 12:28:18,minikube,11.30%,60.27%
2024-11-06 12:28:18,me-load_balancer-1,0.26%,0.82%
2024-11-06 12:28:18,me-blog-1,0.98%,62.33%
2024-11-06 12:28:30,me-blog-2,0.00%,61.27%
2024-11-06 12:28:30,minikube,20.51%,60.27%
2024-11-06 12:28:30,me-load_balancer-1,0.11%,0.82%
2024-11-06 12:28:30,me-blog-1,0.99%,79.67%
2024-11-06 12:28:43,me-blog-2,0.01%,61.27%
2024-11-06 12:28:43,minikube,12.29%,60.21%
2024-11-06 12:28:43,me-load_balancer-1,0.21%,0.82%
2024-11-06 12:28:43,me-blog-1,1.17%,76.13%
2024-11-06 12:28:55,me-blog-3,0.95%,43.76%
2024-11-06 12:28:55,me-blog-2,0.01%,61.27%
2024-11-06 12:28:55,minikube,17.80%,60.14%
2024-11-06 12:28:55,me-load_balancer-1,0.14%,0.83%
2024-11-06 12:28:55,me-blog-1,1.50%,81.39%
2024-11-06 12:29:07,me-blog-3,0.00%,61.85%
2024-11-06 12:29:07,me-blog-2,0.00%,61.27%
2024-11-06 12:29:07,minikube,10.46%,60.04%
2024-11-06 12:29:07,me-load_balancer-1,0.23%,0.83%
2024-11-06 12:29:07,me-blog-1,1.05%,87.86%
2024-11-06 12:29:19,me-blog-3,0.00%,61.85%
2024-11-06 12:29:19,me-blog-2,0.01%,61.27%
2024-11-06 12:29:19,minikube,7.90%,59.95%
2024-11-06 12:29:19,me-load_balancer-1,0.11%,0.83%
2024-11-06 12:29:19,me-blog-1,1.24%,90.92%
2024-11-06 12:29:32,me-blog-3,0.00%,61.87%
2024-11-06 12:29:32,me-blog-2,0.00%,61.27%
2024-11-06 12:29:32,minikube,12.06%,59.85%
2024-11-06 12:29:32,me-load_balancer-1,0.17%,0.83%
2024-11-06 12:29:32,me-blog-1,0.49%,97.95%
2024-11-06 12:29:44,me-blog-3,0.00%,61.87%
2024-11-06 12:29:44,me-blog-2,0.00%,61.27%
2024-11-06 12:29:44,minikube,12.49%,59.92%
2024-11-06 12:29:44,me-load_balancer-1,0.15%,0.83%
2024-11-06 12:29:44,me-blog-1,1.00%,98.45%
2024-11-06 12:29:56,me-blog-3,0.00%,61.87%
2024-11-06 12:29:56,me-blog-2,0.00%,61.27%
2024-11-06 12:29:56,minikube,18.00%,59.83%
2024-11-06 12:29:56,me-load_balancer-1,0.21%,0.83%
2024-11-06 12:29:56,me-blog-1,0.93%,98.20%
2024-11-06 12:30:08,me-blog-3,0.00%,61.87%
2024-11-06 12:30:08,me-blog-2,0.00%,61.27%
2024-11-06 12:30:08,minikube,10.17%,59.90%
2024-11-06 12:30:08,me-load_balancer-1,0.10%,0.83%
2024-11-06 12:30:08,me-blog-1,1.00%,98.72%
2024-11-06 12:30:21,me-blog-4,0.57%,61.49%
2024-11-06 12:30:21,me-blog-3,0.00%,61.88%
2024-11-06 12:30:21,me-blog-2,0.00%,61.27%
2024-11-06 12:30:21,minikube,14.97%,59.87%
2024-11-06 12:30:21,me-load_balancer-1,0.14%,0.82%
2024-11-06 12:30:21,me-blog-1,0.43%,14.05%
2024-11-06 12:30:34,me-blog-4,0.00%,61.49%
2024-11-06 12:30:34,me-blog-3,0.00%,61.88%
2024-11-06 12:30:34,me-blog-2,0.00%,61.26%
2024-11-06 12:30:34,minikube,9.89%,59.86%
2024-11-06 12:30:34,me-load_balancer-1,0.18%,0.82%
2024-11-06 12:30:34,me-blog-1,0.01%,14.04%
2024-11-06 12:30:46,minikube,9.89%,59.85%
2024-11-06 12:30:46,me-load_balancer-1,0.31%,0.82%
2024-11-06 12:30:46,me-blog-1,0.00%,14.45%
2024-11-06 12:30:58,minikube,8.15%,59.85%
2024-11-06 12:30:58,me-load_balancer-1,0.11%,0.82%
2024-11-06 12:30:58,me-blog-1,0.00%,14.45%
2024-11-06 12:31:11,minikube,14.61%,59.91%
2024-11-06 12:31:11,me-load_balancer-1,0.12%,0.82%
2024-11-06 12:31:11,me-blog-1,0.01%,14.45%
2024-11-06 12:31:23,minikube,10.71%,59.89%
2024-11-06 12:31:23,me-load_balancer-1,0.14%,0.82%
2024-11-06 12:31:23,me-blog-1,0.01%,14.45%
2024-11-06 12:31:35,minikube,15.53%,59.86%
2024-11-06 12:31:35,me-load_balancer-1,0.15%,0.82%
2024-11-06 12:31:35,me-blog-1,0.00%,14.45%
2024-11-06 12:31:47,minikube,10.13%,59.89%
2024-11-06 12:31:47,me-load_balancer-1,0.14%,0.82%
2024-11-06 12:31:47,me-blog-1,0.01%,14.45%
2024-11-06 12:32:00,minikube,12.37%,59.81%
2024-11-06 12:32:00,me-load_balancer-1,0.13%,0.82%
2024-11-06 12:32:00,me-blog-1,0.01%,14.45%
2024-11-06 12:32:12,minikube,14.07%,59.84%
2024-11-06 12:32:12,me-load_balancer-1,0.15%,0.83%
2024-11-06 12:32:12,me-blog-1,0.00%,14.45%
2024-11-06 12:32:25,minikube,10.54%,59.81%
2024-11-06 12:32:25,me-load_balancer-1,0.16%,0.83%
2024-11-06 12:32:25,me-blog-1,0.00%,14.45%
2024-11-06 12:32:37,minikube,10.51%,59.86%
2024-11-06 12:32:37,me-load_balancer-1,0.13%,0.83%
2024-11-06 12:32:37,me-blog-1,0.01%,14.45%
2024-11-06 12:32:50,minikube,12.18%,59.87%
2024-11-06 12:32:50,me-load_balancer-1,0.17%,0.83%
2024-11-06 12:32:50,me-blog-1,0.00%,14.45%
2024-11-06 12:33:03,minikube,15.56%,59.92%
2024-11-06 12:33:03,me-load_balancer-1,0.15%,0.83%
2024-11-06 12:33:03,me-blog-1,0.01%,14.45%
2024-11-06 12:33:15,minikube,12.39%,59.97%
2024-11-06 12:33:15,me-load_balancer-1,0.16%,0.83%
2024-11-06 12:33:15,me-blog-1,0.04%,14.45%
2024-11-06 12:33:28,minikube,9.95%,59.91%
